"ChEMBL ID";"Assay Type";"Description";"Organism";"Compounds";"Activities";"BAO Format ID";"BAO Format";"Confidence Score";"Confidence Label";"Strain";"Source";"Tax ID";"Tissue ChEMBL ID";"Tissue Name";"Cell Type";"Subcellular Fraction";"Document ChEMBL ID";"PubMed ID";"DOI";"Year";"Journal";"Volume";"First Page";"Last Page";"Assay Parameters";"Assay Classification L1";"Assay Classification L2";"Assay Classification L3";"Variant Sequence Accession";"Variant Sequence Mutation"
"CHEMBL2343585";"F";"Antileishmanial activity against promastigote form of Leishmania infantum MCAN/ES/2001/UCM-10 assessed as disorganized cytoplasm at IC25 concentration after 96 hrs by transition electron microscopic analysis relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MCAN/ES/2001/UCM-10";"Scientific Literature";"5671";"";"";"";"";"CHEMBL2331406";"23395967";"10.1016/j.ejmech.2013.01.001";"2013";"Eur J Med Chem";"62";"466";"477";"";"";"";"";"";""
"CHEMBL3873430";"F";"Antileishmanial activity against Leishmania tropica MHOM/MA/1988/LEM1314 promastigotes infected in Syrian hamster assessed as reduction in parasite load in foodpad skin at 5 % administered once daily tropically on footpad for 3 weeks starting at week 7 post infection measured 1 week post last dose by qPCR analysis relative to control";"Leishmania tropica";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"MHOM/MA/1988/LEM1314";"Scientific Literature";"5666";"";"";"";"";"CHEMBL3872233";"27616730";"10.1021/acs.jnatprod.6b00740";"2016";"J Nat Prod";"79";"2403";"2407";"";"";"";"";"";""
"CHEMBL4833900";"F";"Antileishmanial activity against amastigote stage of Leishmania infantum MHOM/MA(BE)/67/ITMAP263 infected in mouse peritoneal macrophage assessed as reduction in parasite burden incubated for 5 days by Giemsa staining based microscopic analysis";"Leishmania infantum";"31";"31";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MA(BE)/67/ITMAP263";"Scientific Literature";"5671";"";"";"Peritoneal macrophage";"";"CHEMBL4831547";"34711050";"10.1021/acs.jmedchem.1c01437";"2021";"J Med Chem";"64";"16159";"16176";"";"";"";"";"";""
"CHEMBL4602742";"F";"Antileishmanial activity against Leishmania amazonensis";"Leishmania amazonensis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4602601";"30496988";"10.1016/j.ejmech.2018.11.017";"2019";"Eur J Med Chem";"162";"679";"734";"";"";"";"";"";""
"CHEMBL3993396";"F";"Antileishmanial activity against Leishmania donovani MHOM/IN/80/DD8 promastigote forms harboring luciferase gene at 7.19 uM up to 72 hrs by MTT assay relative to control";"Leishmania donovani";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/80/DD8";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3992522";"28059524";"10.1021/acs.jmedchem.6b01447";"2017";"J Med Chem";"60";"1041";"1059";"";"";"";"";"";""
"CHEMBL4606392";"F";"Antileishmanial activity against Leishmania infantum MON-1 promastigotes infected in BALB/c mouse assessed as reduction in liver parasite load at 5 mg/kg, ip administered daily for 14 days starting from 28 days post infection using gold nanoparticle incorporated compound measured post last dose in presence of meglumine antimoniate by Taqman qRT-PCR analysis relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MON-1";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4602729";"32392053";"10.1021/acs.jmedchem.9b02016";"2020";"J Med Chem";"63";"5734";"5751";"";"";"";"";"";""
"CHEMBL4606352";"F";"Antileishmanial activity against Leishmania infantum MON-1 promastigotes assessed as reduction in parasite viability at 100 uM measured after 48 hrs by MTT assay";"Leishmania infantum";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MON-1";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4602729";"32392053";"10.1021/acs.jmedchem.9b02016";"2020";"J Med Chem";"63";"5734";"5751";"";"";"";"";"";""
"CHEMBL4386896";"F";"Antileishmanial activity against Leishmania major at 0.1 uM incubated for 72 hrs by MTT assay relative to control";"Leishmania major";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4385627";"31255497";"10.1016/j.bmc.2019.06.033";"2019";"Bioorg Med Chem";"27";"3477";"3510";"";"";"";"";"";""
"CHEMBL4415780";"F";"Antileishmanial activity against stationary phase of Leishmania infantum MHOM/MA/67/ITMAP263 promastigotes infected in BALB/c mouse assessed as decrease in parasitic load in liver at 50 mg Sb5+/kg/day, im once daily for 5 days on 7th day post infection and measured on day 30 by limiting dilution assay";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/MA/67/ITMAP263";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4414580";"31503486";"10.1021/acs.jnatprod.9b00632";"2019";"J Nat Prod";"82";"2664";"2667";"";"";"";"";"";""
"CHEMBL4385414";"F";"Antileishmanial activity against intracellular amastigote stage of Leishmania major infected in human THP1 cells after 120 hrs by giemsa staining based microscopic analysis";"Leishmania major";"3";"3";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4382286";"30655943";"10.1021/acsmedchemlett.8b00347";"2019";"ACS Med Chem Lett";"10";"34";"39";"";"";"";"";"";""
"CHEMBL4338351";"F";"Antileishmanial activity against Leishmania infantum LEM 3049 isolate promastigotes assessed as decrease in ATP level at 0.02 to 1 uM after 30 mins by CellTiter-Glo luminescence assay relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"LEM 3049 isolate";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4334518";"31702921";"10.1021/acs.jmedchem.9b00998";"2019";"J Med Chem";"62";"10664";"10675";"";"";"";"";"";""
"CHEMBL3751326";"F";"Antileishmanial activity against axenic amastigotes of Leishmania amazonensis IFLA/BR/67/PH8 infected in Swiss mouse peritoneal macrophages assessed as reduction of survival rate after 72 hrs by light microscopy analysis";"Leishmania amazonensis";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/67/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL3745600";"26513640";"10.1016/j.ejmech.2015.10.011";"2015";"Eur J Med Chem";"106";"1";"14";"";"";"";"";"";""
"CHEMBL4134947";"F";"Antileishmanial activity against anexin amastigote form of Leishmania donovani after 72 hrs by Alamar blue assay";"Leishmania donovani";"5";"10";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4130482";"29023124";"10.1021/acs.jnatprod.7b00625";"2017";"J Nat Prod";"80";"2795";"2798";"";"";"";"";"";""
"CHEMBL4221287";"F";"Induction of ROS generation in Leishmania donovani MHOM/IN/1983/AG83 promastigotes transformed from splenic intracellular amastigotes of infected BALB/c mouse at IC50 by H2DCFDA probe-based flow cytometric analysis";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/IN/1983/AG83";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4219090";"29478704";"10.1016/j.bmcl.2018.02.023";"2018";"Bioorg Med Chem Lett";"28";"1056";"1062";"";"";"";"";"";""
"CHEMBL4387053";"F";"Antileishmanial activity against Leishmania major 5-ASKH promastigotes incubated for 72 hrs by hemocytometer based cell counting method";"Leishmania major";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"5-ASKH";"Scientific Literature";"5664";"";"";"";"";"CHEMBL4385639";"31300317";"10.1016/j.bmc.2019.07.005";"2019";"Bioorg Med Chem";"27";"3511";"3531";"";"";"";"";"";""
"CHEMBL4034930";"F";"Induction of apoptosis in Leishmania amazonensis IFLA/BR/1967/PH8 promastigotes assessed as necrotic population at 20 uM after 24 hrs by Annexin V-FITC/PI staining based flow cytometric analysis (Rvb = 0.03%)";"Leishmania amazonensis";"1";"1";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"IFLA/BR/1967/PH8";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4033653";"28433512";"10.1016/j.bmc.2017.03.051";"2017";"Bioorg Med Chem";"25";"3034";"3045";"";"";"";"";"";""
"CHEMBL4313811";"F";"Antileishmanial activity against Leishmania infantum amastigotes infected in Syrian hamster assessed as reduction in parasite load at 40 mg/kg/day, po for 10 days formulated with 8% v/v DMSO relative to control";"Leishmania infantum";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4311972";"31542713";"10.1016/j.ejmech.2019.111676";"2019";"Eur J Med Chem";"183";"111676";"111676";"";"";"";"";"";""
"CHEMBL3584332";"F";"Induction of ultrastructural alterations in Leishmania amazonensis MHOM/BR/75/LTB0016 promastigotes assessed as inner mitochondrial membrane damage with washed-out matrix appearance and decreased matrix electron density at 12 to 96 uM incubated for 24 hrs by transmission electron microscopy";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/75/LTB0016";"Scientific Literature";"5659";"";"";"";"";"CHEMBL3580591";"25768915";"10.1021/acs.jnatprod.5b00011";"2015";"J Nat Prod";"78";"880";"884";"";"";"";"";"";""
"CHEMBL4274061";"F";"Antileishmanial activity against axenic amastigote stage of Leishmania infantum assessed as inhibition of parasite metabolic activity after 48 hrs by luciferase reporter gene based luminescence assay";"Leishmania infantum";"17";"17";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4270592";"30092366";"10.1016/j.ejmech.2018.07.064";"2018";"Eur J Med Chem";"157";"115";"126";"";"";"";"";"";""
"CHEMBL4343683";"F";"Antileishmanial activity against Leishmania donovani MHOM/ET/67/L82 amastigotes assessed as growth inhibition after 72 hrs by plate reader based Alamar blue assay";"Leishmania donovani";"4";"4";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/ET/67/L82";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4342427";"31706668";"10.1016/j.bmcl.2019.126778";"2020";"Bioorg Med Chem Lett";"30";"126778";"126778";"";"";"";"";"";""
"CHEMBL4053928";"F";"Antileishmanial activity against Leishmania infantum axenic amastigotes assessed as induction of cell death at 25 uM after 24 hrs by propidium iodide staining based flow cytometry";"Leishmania infantum";"14";"14";"BAO_0000019";"assay format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4052619";"28431354";"10.1016/j.ejmech.2017.04.020";"2017";"Eur J Med Chem";"135";"49";"59";"";"";"";"";"";""
"CHEMBL4833916";"F";"Antileishmanial activity against Leishmania infantum infected in golden hamster assessed as reduction in parasite burden in liver at 50 mg/kg, po bid administered for 5 days starting at 21 days post-infection and measured after 10 days post last dose by Giemsa staining-based microscopic analysis relative to control";"Leishmania infantum";"5";"5";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5671";"";"";"";"";"CHEMBL4831547";"34711050";"10.1021/acs.jmedchem.1c01437";"2021";"J Med Chem";"64";"16159";"16176";"";"";"";"";"";""
"CHEMBL2444087";"F";"Selectivity ratio of IC50 for Plasmodium falciparum K1 to IC50 for Leishmania infantum MCAN/ES/98/LLM-877 promastigotes";"";"1";"1";"BAO_0000019";"assay format";"0";"0 - Default value - Target unknown or has yet to be assigned";"";"Scientific Literature";"";"";"";"";"";"CHEMBL2440016";"24080103";"10.1016/j.bmc.2013.09.002";"2013";"Bioorg Med Chem";"21";"7155";"7164";"";"";"";"";"";""
"CHEMBL4729322";"F";"Potency index, ratio of Artemisinin IC50 to test compound IC50 for antileishmanial activity against Leishmania donovani promastigotes";"Leishmania donovani";"7";"7";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4725366";"32795626";"10.1016/j.bmcl.2020.127491";"2020";"Bioorg Med Chem Lett";"30";"127491";"127491";"";"";"";"";"";""
"CHEMBL2399127";"F";"Antileishmanial activity against amastigote stage of Leishmania donovani infected in mouse J774A.1 cells assessed as parasite growth inhibition after 72 hrs by luciferase reporter gene assay";"Leishmania donovani";"8";"8";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL2396538";"23673014";"10.1016/j.bmcl.2013.04.025";"2013";"Bioorg Med Chem Lett";"23";"3979";"3982";"";"";"";"";"";""
"CHEMBL4260584";"F";"Anti-inflammatory activity in C57BL/6 mouse model of cigarette smoke induced chronic obstructive pulmonary disease assessed as neutrophil level in bronchoalveolar lavage at 5 mg/kg, po BID administered 1 hr prior to both smoke exposure for 7 days by Leishman's staining based assay";"Mus musculus";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"C57BL/6";"Scientific Literature";"10090";"";"";"";"";"CHEMBL4257571";"30340896";"10.1016/j.bmcl.2018.10.012";"2018";"Bioorg Med Chem Lett";"28";"3766";"3773";"";"MUSCULO-SKELETAL SYSTEM | RESPIRATORY SYSTEM | RESPIRATORY SYSTEM";"Anti-Inflammatory Activity | Effects on Air Ways | Effects on Air Ways";"General Anti-Inflammatory Models | General Airway Models | Models of Chronic Obstructive Pulmonary Disease COPD";"";""
"CHEMBL4409010";"F";"Immunostimulatory activity in mouse J774 cells infected with Leishmania donovani promastigotes assessed as increase in IL-2 cytokine production at 50 uM after 48 hrs by ELISA";"Mus musculus";"1";"1";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"10090";"";"";"J774";"";"CHEMBL4406843";"31499363";"10.1016/j.ejmech.2019.111632";"2019";"Eur J Med Chem";"182";"111632";"111632";"";"";"";"";"";""
"CHEMBL4409019";"F";"Induction of membrane depolarization in Leishmania donovani promastigotes assessed as increase in fluorescence at 50 uM by DiBAC4 dye based flow cytometry analysis relative to relative to 0.1% Triton X-100";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4406843";"31499363";"10.1016/j.ejmech.2019.111632";"2019";"Eur J Med Chem";"182";"111632";"111632";"";"";"";"";"";""
"CHEMBL3868095";"F";"Antileishmanial against of Leishmania donovani LV9 intramacrophage amastigotes infected in mouse RAW 264.7 cells after 48 hrs by SYBR1 green-based qPCR analysis";"Leishmania donovani";"16";"16";"BAO_0000219";"cell-based format";"1";"1 - Target assigned is non-molecular";"LV9";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3867462";"27793448";"10.1016/j.bmc.2016.10.013";"2017";"Bioorg Med Chem";"25";"84";"90";"";"";"";"";"";""
"CHEMBL3256800";"F";"Ratio of glucantime SD50 to compound SD50 for amastigotes of Leishmania donovani Khartoum infected in golden hamster";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"Khartoum";"Scientific Literature";"5661";"";"";"";"";"CHEMBL3243940";"117105";"10.1021/jm00196a003";"1979";"J Med Chem";"22";"1164";"1167";"";"";"";"";"";""
"CHEMBL4385441";"F";"Antileishmanial activity against wild type promastigote stage of Leishmania donovani MHOM/SD/62/1S-CL2D after 72 hrs by resazurin dye based fluorescence assay";"Leishmania donovani";"2";"2";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/62/1S-CL2D";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4382286";"30655943";"10.1021/acsmedchemlett.8b00347";"2019";"ACS Med Chem Lett";"10";"34";"39";"";"";"";"";"";""
"CHEMBL4200278";"F";"Synergistic antileishmanial activity against stationary-phase Leishmania amazonensis MHOM/BR/75/LTB0016 promastigotes infected in human THP1-derived macrophages assessed as fractional inhibitory concentration at test compound to miltefosine ratio of 1:4 by serial dilution based light microscopic method";"Leishmania amazonensis";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/BR/75/LTB0016";"Scientific Literature";"5659";"";"";"";"";"CHEMBL4196142";"30095915";"10.1021/acs.jnatprod.8b00356";"2018";"J Nat Prod";"81";"1910";"1913";"";"";"";"";"";""
"CHEMBL4348003";"F";"Induction of cell cycle arrest in Leishmania donovani MHOM/SD/00/1S-2D promastigotes assessed as cell accumulation in subG1 phase at 10 uM incubated for 48 hrs by propidium iodide staining based flow cytometric analysis (RVb = 4.6%)";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/00/1S-2D";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4346674";"30904756";"10.1016/j.ejmech.2019.03.007";"2019";"Eur J Med Chem";"171";"38";"53";"";"";"";"";"";""
"CHEMBL4348001";"F";"Induction of morphological changes in Leishmania donovani MHOM/SD/00/1S-2D promastigotes assessed as swollen mitochondrion at 5 uM incubated for 12 hrs by TEM analysis";"Leishmania donovani";"1";"1";"BAO_0000218";"organism-based format";"1";"1 - Target assigned is non-molecular";"MHOM/SD/00/1S-2D";"Scientific Literature";"5661";"";"";"";"";"CHEMBL4346674";"30904756";"10.1016/j.ejmech.2019.03.007";"2019";"Eur J Med Chem";"171";"38";"53";"";"";"";"";"";""
